Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F2: Sample,,,Found in Sample: [S2] F2: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,P49589,"Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=3",0,7.018,2,1,1,1,748,85.4,6.76,3.83,1,0,3343510.25,6.524202659,0.608361175,High,1,
FALSE,High,Master Protein,P62491,Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3,0,13.243,10,2,2,2,216,24.4,6.57,5.51,2,0,3215930,6.507306587,0.60678567,High,1,
FALSE,High,Master Protein,P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3",0,13.255,7,3,4,3,391,42.3,10.05,6.94,3,0,3197291.25,6.504782199,0.606550279,High,1,
FALSE,High,Master Protein,Q8NEZ5,F-box only protein 22 OS=Homo sapiens OX=9606 GN=FBXO22 PE=1 SV=1,0.009,2.277,2,1,1,1,403,44.5,7.03,0,1,0,3184532,6.503045617,0.606388349,High,1,
FALSE,Low,Master Protein,Q9NSC5,Homer protein homolog 3 OS=Homo sapiens OX=9606 GN=HOMER3 PE=1 SV=2,0.221,0.49,2,1,3,1,361,39.8,5.45,0,1,0,197937.4688,,,Medium,1,
FALSE,High,Master Protein,Q13409,Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3,0,28.904,9,3,4,3,638,71.4,5.2,9.28,3,0,3161346.75,6.499872134,0.606092431,High,1,
FALSE,High,Master Protein,P67870,Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1,0,4.997,9,2,2,2,215,24.9,5.55,2.44,2,0,3141306.75,6.497110348,0.605834904,High,1,
FALSE,High,Master Protein,Q9NTK5,Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2,0,21.346,7,2,2,2,396,44.7,7.81,5.52,2,0,3096292.75,6.490842016,0.605250401,High,1,
FALSE,High,Master Protein,P06454,Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2,0,9.7,14,1,2,1,111,12.2,3.78,6.69,1,0,3076569,6.48806666,0.604991608,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q15029,116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,0,5.606,4,3,3,2,972,109.4,5,2.26,3,0,3061138.25,6.485882944,0.604787984,High,1,
FALSE,High,Master Protein,P46459,Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3,0,9.603,5,3,3,3,744,82.5,6.95,1.93,3,0,3058465.5,6.485503586,0.60475261,High,1,
FALSE,High,Master Protein,P81605,Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,0,5.6,10,1,2,1,110,11.3,6.54,2.74,1,0,3055760.25,6.485119277,0.604716774,High,1,
FALSE,High,Master Protein,P05026,Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1,0.002,3.248,4,1,1,1,303,35,8.53,2.16,1,0,2933422.25,6.467374582,0.603062138,High,1,
FALSE,High,Master Protein,Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,0.001,3.845,2,2,2,2,1104,122.8,5.83,2.32,2,0,2920482.063,6.465454543,0.6028831,High,1,
FALSE,High,Master Protein,P36551,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3",0,7.288,7,2,3,2,454,50.1,8.25,0,2,0,2889588.938,6.460836066,0.602452442,High,1,
FALSE,Medium,Master Protein,Q8NEZ4,Histone-lysine N-methyltransferase 2C OS=Homo sapiens OX=9606 GN=KMT2C PE=1 SV=3,0.025,1.731,1,2,3,2,4911,541,6.49,0,2,0,11635247.5,,,High,1,Phospho [S3175]
FALSE,Medium,Master Protein,Q9Y4F3,Meiosis regulator and mRNA stability factor 1 OS=Homo sapiens OX=9606 GN=MARF1 PE=1 SV=6,0.019,1.937,2,2,3,2,1742,192.7,7.87,0,2,0,,,,High,1,Phospho [S1591; T1593]
FALSE,High,Master Protein,Q4G0J3,La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1,0.002,3.031,2,1,1,1,582,66.9,9.55,2.11,1,0,2866196.25,6.457305923,0.602123267,High,1,
FALSE,High,Master Protein,P47756,F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4,0,30.184,24,5,5,5,277,31.3,5.59,14.02,5,0,2853146.75,6.45532411,0.60193847,High,1,
FALSE,High,Master Protein,P54709,Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1,0,4.505,4,1,2,1,279,31.5,8.35,5.23,1,0,2851515,6.45507566,0.601915302,High,1,
FALSE,Low,Master Protein,Q9NYB0,Telomeric repeat-binding factor 2-interacting protein 1 OS=Homo sapiens OX=9606 GN=TERF2IP PE=1 SV=1,0.108,0.919,4,1,3,1,399,44.2,4.73,0,1,0,9628683,,,High,1,Phospho [T44]
FALSE,High,Master Protein,Q6IS14,Eukaryotic translation initiation factor 5A-1-like OS=Homo sapiens OX=9606 GN=EIF5AL1 PE=2 SV=2,0,12.142,19,2,2,2,154,16.8,5,4.81,2,0,2803136.75,6.447644285,0.60122235,High,1,
FALSE,High,Master Protein,Q96SB4,SRSF protein kinase 1 OS=Homo sapiens OX=9606 GN=SRPK1 PE=1 SV=2,0,6.753,5,2,2,2,655,74.3,6.16,2.71,2,0,2729399,6.436067028,0.600142808,High,1,
FALSE,High,Master Protein,Q96HR9,Receptor expression-enhancing protein 6 OS=Homo sapiens OX=9606 GN=REEP6 PE=1 SV=2,0,12.577,16,3,3,3,211,23.4,8.56,2.79,3,0,2695147.625,6.430582558,0.599631398,High,1,
FALSE,High,Master Protein,Q13085,Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2,0,22.789,3,5,5,5,2346,265.4,6.37,4.56,5,0,2595033.5,6.414142969,0.598098459,High,1,
FALSE,High,Master Protein,Q16563,Synaptophysin-like protein 1 OS=Homo sapiens OX=9606 GN=SYPL1 PE=1 SV=1,0.007,2.506,4,1,1,1,259,28.5,8.43,2.68,1,0,2583484.5,6.41220586,0.59791783,High,1,
FALSE,High,Master Protein,Q13435,Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2,0,20.849,6,3,3,3,895,100.2,5.67,6.09,3,0,2535588,6.404078688,0.597159997,High,1,
FALSE,Low,Master Protein,P46063,ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,0.12,0.863,3,1,3,1,649,73.4,7.88,2.28,1,0,46981308,,,High,1,Phospho [Y312]
FALSE,Low,Master Protein,O60765,Zinc finger protein 354A OS=Homo sapiens OX=9606 GN=ZNF354A PE=1 SV=2,0.093,1.015,4,2,3,2,605,69.2,9.57,0,2,0,77299840,,,Medium,1,
FALSE,High,Master Protein,P38606,V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,0,9.793,2,1,1,1,617,68.3,5.52,2.72,1,0,2499683,6.397884937,0.596582449,High,1,
FALSE,Low,Master Protein,Q8WXE0,Caskin-2 OS=Homo sapiens OX=9606 GN=CASKIN2 PE=1 SV=2,0.065,1.124,1,1,3,1,1202,126.7,7.09,1.8,1,0,6448066,,,High,1,
FALSE,High,Master Protein,P27816,Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3,0,38.343,7,6,6,6,1152,120.9,5.43,12.78,6,0,2470435.625,6.392773541,0.596105828,High,1,
FALSE,High,Master Protein,P62328,Thymosin beta-4 OS=Homo sapiens OX=9606 GN=TMSB4X PE=1 SV=2,0.001,3.721,27,1,1,1,44,5.1,5.06,2.36,1,0,2448242,6.388854344,0.595740375,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q96FJ2,"Dynein light chain 2, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL2 PE=1 SV=1",0,19.191,21,3,3,3,89,10.3,7.37,5.55,3,0,2424769.75,6.384670505,0.595350245,High,1,
FALSE,High,Master Protein,Q9NVP1,ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2,0,8.273,4,2,2,2,670,75.4,9.5,2.8,2,0,2403108,6.380773289,0.594986842,High,1,
FALSE,High,Master Protein,P15153,Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1,0,14.64,11,2,3,2,192,21.4,7.61,4.69,2,0,2397581.75,6.379773424,0.594893608,High,1,
FALSE,Medium,Master Protein,Q8WW27,Putative C->U-editing enzyme APOBEC-4 OS=Homo sapiens OX=9606 GN=APOBEC4 PE=2 SV=1,0.046,1.25,9,2,3,2,367,41.6,7.99,0,2,0,,,,High,1,
FALSE,Low,Master Protein,Q96JM4,Leucine-rich repeat and IQ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LRRIQ1 PE=2 SV=3,0.135,0.782,1,1,3,1,1722,199.2,6.19,0,1,0,1694960.609,,,High,1,Phospho [S1590]
FALSE,High,Master Protein,Q6PKG0,La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2,0.003,2.845,3,2,2,2,1096,123.4,8.82,0,2,0,2378021.742,6.376215821,0.594561873,High,1,
FALSE,High,Master Protein,Q01650,Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2,0,12.87,4,1,1,1,507,55,7.72,3.09,1,0,2319556.75,6.365405002,0.593553798,High,1,
FALSE,High,Master Protein,Q29RF7,Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1,0,19.401,4,3,4,3,1337,150.7,7.91,5.23,3,0,2256508.711,6.353437014,0.592437822,High,1,Acetyl [K878]; Phospho [T875]
FALSE,High,Master Protein,Q96T76,MMS19 nucleotide excision repair protein homolog OS=Homo sapiens OX=9606 GN=MMS19 PE=1 SV=2,0.003,2.933,3,2,3,2,1030,113.2,6.35,3.71,2,0,2241935.813,6.350623174,0.59217544,High,1,
FALSE,High,Master Protein,P67936,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3,0,68.122,25,7,14,1,248,28.5,4.69,37.35,7,0,2220232.5,6.346398456,0.591781498,High,1,
FALSE,High,Master Protein,Q6P2E9,Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1,0,14.731,1,1,1,1,1401,151.6,5.86,2.7,1,0,2186479,6.339745311,0.591161114,High,1,
FALSE,High,Master Protein,O43175,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4,0,6.041,4,1,1,1,533,56.6,6.71,2.97,1,0,2182256.75,6.338905845,0.591082836,High,1,
FALSE,High,Master Protein,P53582,Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2,0,13.138,11,2,2,2,386,43.2,7.17,3.57,2,0,2146007.5,6.331631235,0.590404502,High,1,
FALSE,Medium,Master Protein,Q99729,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2,0.02,1.894,2,1,2,1,332,36.2,8.21,1.79,1,0,,,,High,1,
FALSE,High,Master Protein,P08758,Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2,0,7.226,8,3,3,3,320,35.9,5.05,1.74,3,0,2138446,6.330098288,0.590261559,High,1,
FALSE,High,Master Protein,P63173,60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2,0.002,3.19,21,2,2,1,70,8.2,10.1,1.75,2,0,2133556,6.329104046,0.59016885,High,1,
FALSE,High,Master Protein,P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2",0.002,3.04,8,1,1,1,144,16.5,5.24,0,1,0,2128218.25,6.328016163,0.590067408,High,1,
FALSE,High,Master Protein,P04259,"Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",0,28.053,13,8,14,3,564,60,8,27.35,8,0,2127913.469,6.327953963,0.590061608,High,1,
FALSE,High,Master Protein,Q9NYL9,Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,0,6.168,3,1,2,1,352,39.6,5.19,2.7,1,0,2083479.125,6.318789153,0.589207019,High,1,
FALSE,High,Master Protein,Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2,0,19.323,5,4,4,4,1118,121.8,8.88,2.81,4,0,2075838.875,6.317193641,0.589058242,High,1,
FALSE,Low,Master Protein,Q96CT2,Kelch-like protein 29 OS=Homo sapiens OX=9606 GN=KLHL29 PE=1 SV=3,0.135,0.783,4,1,2,1,875,94.2,7.17,0,1,0,,,,High,1,Phospho [T598; S601; T606]
FALSE,High,Master Protein,P49321,Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2,0,11.135,4,2,2,2,788,85.2,4.3,4.72,2,0,2065194.625,6.314960986,0.588850054,High,1,
FALSE,High,Master Protein,Q09028,Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3,0,8.579,4,2,2,1,425,47.6,4.89,2.2,2,1,2035375.75,6.308644596,0.588261071,High,1,
FALSE,High,Master Protein,Q9Y5B9,FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1,0,11.904,3,3,3,3,1047,119.8,5.66,2.95,3,0,2007061.75,6.302560734,0.58769377,High,1,
FALSE,High,Master Protein,P61964,WD repeat-containing protein 5 OS=Homo sapiens OX=9606 GN=WDR5 PE=1 SV=1,0,6.922,5,1,1,1,334,36.6,8.27,3.45,1,0,2000120.75,6.301056215,0.587553478,High,1,
FALSE,Low,Master Protein,Q8IZT6,Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens OX=9606 GN=ASPM PE=1 SV=2,0.086,1.059,1,2,2,2,3477,409.5,10.45,0,2,0,,,,Medium,1,
FALSE,High,Master Protein,Q13098,COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4,0,9.353,3,1,1,1,491,55.5,6.74,2.98,1,0,1973069.25,6.295142328,0.587002027,High,1,
FALSE,High,Master Protein,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3,0,5.312,2,1,1,1,523,56.5,6.42,0,1,0,1960729.625,6.292417711,0.586747965,High,1,
FALSE,High,Master Protein,Q13561,Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4,0,35.992,16,5,5,5,401,44.2,5.21,10.87,5,0,1955143.125,6.291178555,0.586632418,High,1,
FALSE,High,Master Protein,Q9BWJ5,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,0,8.491,37,2,2,2,86,10.1,6.35,2.48,2,0,1952510.75,6.290593434,0.586577857,High,1,
FALSE,High,Master Protein,O00567,Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4,0.003,2.802,2,1,1,1,594,66,9.19,0,1,0,1901314.625,6.279053989,0.585501841,High,1,
FALSE,High,Master Protein,Q8NE71,ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2,0,21.695,4,2,3,2,845,95.9,6.8,3,2,0,1874655.375,6.272921441,0.58493,High,1,
FALSE,Low,Master Protein,O76009,"Keratin, type I cuticular Ha3-I OS=Homo sapiens OX=9606 GN=KRT33A PE=2 SV=2",0.138,0.757,2,1,2,1,404,45.9,4.82,0,1,0,,,,High,1,Phospho [Y307; S308; S309; S312]
FALSE,Low,Master Protein,P0DJG4,Testicular haploid expressed gene protein-like OS=Homo sapiens OX=9606 GN=THEGL PE=2 SV=1,0.122,0.84,3,1,2,1,465,53,9.23,0,1,0,252791.6406,,,High,1,Phospho [S252; T258]
FALSE,High,Master Protein,Q92979,Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4,0,10.75,12,2,2,2,244,26.7,9.17,2.5,2,0,1864769.625,6.270625186,0.584715882,High,1,
FALSE,Low,Master Protein,Q9BRR3,Transmembrane protein 246 OS=Homo sapiens OX=9606 GN=TMEM246 PE=1 SV=1,0.065,1.125,1,1,2,1,403,46.6,7.59,3.79,1,0,17289346,,,High,1,
FALSE,High,Master Protein,P60953,Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2,0,22.166,15,2,2,2,191,21.2,6.55,6.43,2,0,1863939.875,6.270431899,0.584697858,High,1,
FALSE,Medium,Master Protein,O43683,Mitotic checkpoint serine/threonine-protein kinase BUB1 OS=Homo sapiens OX=9606 GN=BUB1 PE=1 SV=1,0.025,1.754,2,2,2,2,1085,122.3,6.47,0,2,0,1589563.344,,,High,1,Phospho [S655]
FALSE,High,Master Protein,Q15041,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Homo sapiens OX=9606 GN=ARL6IP1 PE=1 SV=2,0.009,2.227,5,1,1,1,203,23.3,9.32,2.37,1,0,1861172.25,6.269786569,0.584637683,High,1,
FALSE,High,Master Protein,O95456,Proteasome assembly chaperone 1 OS=Homo sapiens OX=9606 GN=PSMG1 PE=1 SV=1,0,15.544,13,2,2,2,288,32.8,7.17,4.03,2,0,1847429.5,6.266567874,0.58433755,High,1,
FALSE,Medium,Master Protein,O15427,Monocarboxylate transporter 4 OS=Homo sapiens OX=9606 GN=SLC16A3 PE=1 SV=1,0.028,1.652,6,2,2,2,465,49.4,7.96,0,2,0,,,,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,P09497,Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB PE=1 SV=1,0,6.021,6,2,2,2,229,25.2,4.64,1.93,2,0,1832718.188,6.26309569,0.58401378,High,1,
FALSE,High,Master Protein,Q13547,Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1,0.001,3.674,4,2,2,2,482,55.1,5.48,0,2,0,1829043.125,6.262223945,0.583932493,High,1,
FALSE,High,Master Protein,P61160,Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1,0,15.271,11,3,3,3,394,44.7,6.74,4.5,3,0,1809083.375,6.257458583,0.583488138,High,1,
FALSE,High,Master Protein,P11216,"Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5",0.001,3.594,1,1,1,1,843,96.6,6.86,2.43,1,0,1802345.375,6.255838016,0.583337025,High,1,
FALSE,Medium,Master Protein,Q13617,Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2,0.027,1.668,2,2,2,1,745,86.9,6.92,2.13,2,0,,,,High,1,
FALSE,High,Master Protein,P49755,Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2,0,22.733,15,3,3,3,219,25,7.44,2.42,3,0,1783844.375,6.251356963,0.582919181,High,1,
FALSE,Low,Master Protein,O75131,Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1,0.14,0.742,3,1,2,1,537,60.1,5.85,0,1,0,,,,High,1,Acetyl [K125]; Phospho [S127]
FALSE,High,Master Protein,O60784,Target of Myb protein 1 OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2,0.001,4.331,3,1,1,1,492,53.8,4.7,1.79,1,0,1739145.625,6.240335949,0.581891506,High,1,
FALSE,High,Master Protein,P49585,Choline-phosphate cytidylyltransferase A OS=Homo sapiens OX=9606 GN=PCYT1A PE=1 SV=2,0,5.86,4,1,1,1,367,41.7,7.25,0,1,0,1716273,6.23458637,0.581355376,High,1,
FALSE,Low,Master Protein,Q9NTG7,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial OS=Homo sapiens OX=9606 GN=SIRT3 PE=1 SV=2",0.12,0.859,2,1,2,1,399,43.5,8.7,0,1,0,116975.0938,,,High,1,
FALSE,High,Master Protein,Q96B26,Exosome complex component RRP43 OS=Homo sapiens OX=9606 GN=EXOSC8 PE=1 SV=1,0,10.84,5,1,1,1,276,30,5.3,2.89,1,0,1714681.75,6.234183526,0.581317812,High,1,
FALSE,Medium,Master Protein,Q15772,Striated muscle preferentially expressed protein kinase OS=Homo sapiens OX=9606 GN=SPEG PE=1 SV=4,0.031,1.554,0,1,2,1,3267,354.1,8.51,0,1,0,,,,High,1,
FALSE,High,Master Protein,Q13442,28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,0,12.584,6,1,2,1,181,20.6,8.87,4.89,1,0,1710411.875,6.233100703,0.581216843,High,1,
FALSE,High,Master Protein,P62877,E3 ubiquitin-protein ligase RBX1 OS=Homo sapiens OX=9606 GN=RBX1 PE=1 SV=1,0,14.326,19,1,1,1,108,12.3,6.96,3.52,1,0,1708719.375,6.232670744,0.58117675,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9GZS3,WD repeat-containing protein 61 OS=Homo sapiens OX=9606 GN=WDR61 PE=1 SV=1,0.007,2.384,4,1,1,1,305,33.6,5.47,0,1,0,1703429.125,6.231324068,0.581051177,High,1,
FALSE,High,Master Protein,P49770,Translation initiation factor eIF-2B subunit beta OS=Homo sapiens OX=9606 GN=EIF2B2 PE=1 SV=3,0,13.38,9,2,2,2,351,39,6.16,3.64,2,0,1657981,6.219579549,0.579956038,High,1,
FALSE,High,Master Protein,P02545,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,0,13.868,3,2,2,2,664,74.1,7.02,4.82,2,0,1638195.531,6.214365737,0.579469867,High,1,
FALSE,Medium,Master Protein,Q13111,Chromatin assembly factor 1 subunit A OS=Homo sapiens OX=9606 GN=CHAF1A PE=1 SV=3,0.039,1.353,2,2,2,1,956,106.8,5.94,0,2,0,,,,High,1,
FALSE,Low,Master Protein,Q9ULI4,Kinesin-like protein KIF26A OS=Homo sapiens OX=9606 GN=KIF26A PE=1 SV=3,0.195,0.555,0,1,2,1,1882,194.5,8.81,0,1,0,722826.75,,,Medium,1,
FALSE,High,Master Protein,Q2NL82,Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens OX=9606 GN=TSR1 PE=1 SV=1,0.002,3.071,3,2,2,2,804,91.8,7.42,4.41,2,0,1587445.625,6.200698858,0.578195474,High,1,
FALSE,High,Master Protein,P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,0,13.203,2,2,2,2,1249,138.3,6.32,2.1,2,0,1572658.188,6.19663434,0.57781647,High,1,
FALSE,High,Master Protein,Q9BQG0,Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2,0,14.944,4,4,4,4,1328,148.8,9.28,7.75,4,0,1550326.125,6.190423066,0.577237289,High,1,
FALSE,Low,Master Protein,Q8NFF2,Sodium/potassium/calcium exchanger 4 OS=Homo sapiens OX=9606 GN=SLC24A4 PE=1 SV=2,0.169,0.643,4,1,2,1,622,69,7.52,0,1,0,,,,High,1,Phospho [S568; T572]
FALSE,High,Master Protein,Q86VP6,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2,0.001,3.669,2,2,2,2,1230,136.3,5.78,2.3,2,0,1523616.875,6.182875774,0.576533528,High,1,
FALSE,Low,Master Protein,Q9UIU0,Dihydropyridine receptor alpha 2 subunit OS=Homo sapiens OX=9606 GN=CACNA2D1 PE=4 SV=1,0.225,0.484,2,1,2,1,1110,125.2,5.36,0,1,0,,,,Medium,1,
FALSE,High,Master Protein,P29966,Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4,0,15.948,11,2,3,2,332,31.5,4.45,5.99,2,0,1516645.773,6.180884159,0.576347816,High,1,
FALSE,Low,Master Protein,Q8IUD2,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens OX=9606 GN=ERC1 PE=1 SV=1,0.079,1.102,1,1,2,1,1116,128,5.97,4.11,1,0,6205174.75,,,High,1,
FALSE,High,Master Protein,P47895,Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens OX=9606 GN=ALDH1A3 PE=1 SV=2,0,16.031,5,2,2,2,512,56.1,7.25,3.5,2,0,1503951,6.177233687,0.576007421,High,1,
FALSE,High,Master Protein,P23588,Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2,0.001,3.936,2,1,1,1,611,69.1,5.73,3.25,1,0,1497673.875,6.175417254,0.575838044,High,1,
FALSE,High,Master Protein,P68400,Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1,0,9.808,8,3,3,3,391,45.1,7.74,1.62,3,0,1495216.625,6.174704117,0.575771547,High,1,
FALSE,High,Master Protein,Q9UI30,Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1,0,10.019,10,1,1,1,125,14.2,5.26,3.77,1,0,1457704.5,6.163669494,0.574742603,High,1,
FALSE,High,Master Protein,P51114,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3,0,7.243,4,2,2,2,621,69.7,6.15,4.79,2,0,1414913.5,6.15072989,0.573536026,High,1,
FALSE,Medium,Master Protein,Q9H270,Vacuolar protein sorting-associated protein 11 homolog OS=Homo sapiens OX=9606 GN=VPS11 PE=1 SV=1,0.028,1.641,1,1,2,1,941,107.8,7.05,0,1,0,4546144,,,High,1,
FALSE,Medium,Master Protein,Q8N5I3,Potassium channel regulatory protein OS=Homo sapiens OX=9606 GN=KCNRG PE=1 SV=1,0.031,1.511,3,1,2,1,272,31,7.4,0,1,0,18683147.63,,,High,1,
FALSE,Low,Master Protein,P07942,Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2,0.079,1.107,1,1,2,1,1786,197.9,4.94,2,1,0,92942230.5,,,High,1,Acetyl [K1485; K1490]
FALSE,High,Master Protein,Q92896,Golgi apparatus protein 1 OS=Homo sapiens OX=9606 GN=GLG1 PE=1 SV=2,0,16.649,6,5,5,5,1179,134.5,6.9,4.41,5,0,1395852.844,6.144839636,0.572986779,High,1,
FALSE,High,Master Protein,Q8WVM8,Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,0.001,3.345,3,1,1,1,642,72.3,6.27,0,1,0,1390641,6.143215029,0.572835289,High,1,
