Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F2: Sample,Found in Sample: [S2] F2: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,Q58FG0,Putative heat shock protein HSP 90-alpha A5 OS=Homo sapiens OX=9606 GN=HSP90AA5P PE=2 SV=1,0,6.723,13,3,5,1,334,38.7,6.57,9.52,3,0,1469903.25,High,1,Phospho [S89]; Methyl [K81]
FALSE,Medium,Master Protein,Q8IWJ2,GRIP and coiled-coil domain-containing protein 2 OS=Homo sapiens OX=9606 GN=GCC2 PE=1 SV=4,0.016,2.071,1,2,5,2,1684,195.8,5.14,8.25,2,0,3449969.063,High,1,
FALSE,High,Master Protein,P51991,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,0,7.619,12,3,5,3,378,39.6,9.01,7.61,3,0,1816586.625,High,1,
FALSE,High,Master Protein,Q14974,Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2,0,11.476,6,4,5,4,876,97.1,4.78,12.36,4,0,2399043.938,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q8N163,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2,0,10.138,7,5,5,5,923,102.8,5.22,9.67,5,0,913056.5,High,1,
FALSE,High,Master Protein,Q13283,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,0,10.626,11,4,5,3,466,52.1,5.52,12.52,4,1,2666600.25,High,1,Phospho [S231]
FALSE,High,Master Protein,P42766,60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2,0,4.242,15,2,5,2,123,14.5,11.05,9.33,2,0,9021303,High,1,
FALSE,High,Master Protein,O43390,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,0,7.019,6,4,5,1,633,70.9,8.13,5.88,4,0,1379898,High,1,
FALSE,High,Master Protein,O75822,Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2,0,7.453,12,3,5,3,258,29,4.83,11.21,3,0,2342163.875,High,1,
FALSE,High,Master Protein,Q9Y3U8,60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3,0,4.708,18,2,5,2,105,12.2,11.59,11.06,2,0,9287107.5,High,1,
FALSE,High,Master Protein,P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,0,8.651,6,4,5,1,577,67.8,6.4,5.15,4,0,,High,1,
FALSE,High,Master Protein,P31943,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4,0,13.888,13,4,5,4,449,49.2,6.3,14.14,4,0,2187650.063,High,1,
FALSE,High,Master Protein,P35637,RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,0,6.942,4,2,5,2,526,53.4,9.36,12.04,2,0,3245868.25,High,1,
FALSE,High,Master Protein,P02545,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,0,12.072,8,5,5,5,664,74.1,7.02,8.87,5,0,4200091.875,High,1,
FALSE,Low,Master Protein,Q8N3P4,Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=3,0.158,1.18,0,1,5,1,1428,161.7,5.64,10.11,1,0,9402175,High,1,
FALSE,High,Master Protein,P23246,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",0,8.077,8,5,5,4,707,76.1,9.44,8.64,5,0,2811469.938,High,1,
FALSE,High,Master Protein,P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,0,12.574,11,3,5,2,332,36.7,8.27,8.11,3,0,,High,1,
FALSE,High,Master Protein,P62306,Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1,0,6.986,24,2,5,2,86,9.7,4.67,12.97,2,0,2346659.5,High,1,
FALSE,High,Master Protein,Q14103,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1,0,6.083,6,2,5,2,355,38.4,7.81,9.07,2,0,3305962.25,High,1,
FALSE,High,Master Protein,P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,0,9.792,6,3,5,3,730,77.5,8.7,11.95,3,0,4384230,High,1,
FALSE,Low,Master Protein,Q8N0X7,Spartin OS=Homo sapiens OX=9606 GN=SPART PE=1 SV=1,0.253,0.823,2,1,5,1,666,72.8,5.91,2.09,1,0,43091.98828,High,1,Phospho [Y45; Y46]; Methyl [K43]
FALSE,High,Master Protein,Q969U7,Proteasome assembly chaperone 2 OS=Homo sapiens OX=9606 GN=PSMG2 PE=1 SV=1,0,3.628,11,3,5,3,264,29.4,6.98,8.34,3,0,3648544.938,High,1,
FALSE,High,Master Protein,P27695,DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2,0,6.463,15,3,4,3,318,35.5,8.12,4.5,3,0,3797470,High,1,
FALSE,Medium,Master Protein,P0C7W6,Coiled-coil domain-containing protein 172 OS=Homo sapiens OX=9606 GN=CCDC172 PE=1 SV=1,0.037,1.691,4,1,4,1,258,31,5.02,9.69,1,0,2931965,High,1,Acetyl [K49]; Phospho [T42]
FALSE,High,Master Protein,P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1,0,7.106,19,2,4,2,152,17.1,6.19,11.14,2,0,4109641.375,High,1,
FALSE,High,Master Protein,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,0,6.693,3,2,4,2,803,92.4,4.84,9.78,2,0,1260968.875,High,1,
FALSE,High,Master Protein,Q9Y6M1,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,0,9.645,9,4,4,4,599,66.1,8.46,6.91,4,0,1699650.375,High,1,
FALSE,Low,Master Protein,O94988,Protein FAM13A OS=Homo sapiens OX=9606 GN=FAM13A PE=1 SV=2,0.221,0.936,2,1,4,1,1023,116.9,6.48,8.76,1,0,10933997,High,1,Acetyl [K12]; Met-loss [N-Term]
FALSE,High,Master Protein,Q9NR30,Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,0,5.633,4,3,4,3,783,87.3,9.28,8.53,3,0,44539261.31,High,1,
FALSE,High,Master Protein,Q92734,Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2,0,7.645,14,3,4,3,400,43.4,5.1,10.21,3,0,3431916.25,High,1,
FALSE,High,Master Protein,P16989,Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4,0,12.807,9,2,4,2,372,40.1,9.77,6.95,2,0,2302810.813,High,1,
FALSE,Low,Master Protein,Q5H9B9,Putative BMP-2-inducible kinase-like protein OS=Homo sapiens OX=9606 GN=BMP2KL PE=5 SV=2,0.172,1.071,1,1,4,1,411,46.1,5.63,0,1,0,2588160,High,1,
FALSE,High,Master Protein,O43399,Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2,0,12.205,30,3,4,3,206,22.2,5.36,12.08,3,0,2179376.75,High,1,
FALSE,High,Master Protein,Q9UN86,Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2,0,5.098,4,2,4,1,482,54.1,5.55,7.67,2,0,952242.9375,High,1,
FALSE,High,Master Protein,Q15046,Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,0,8.266,6,3,4,3,597,68,6.35,9.29,3,0,3188505.75,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q8IUD2,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens OX=9606 GN=ERC1 PE=1 SV=1,0.203,0.961,1,1,4,1,1116,128,5.97,6.37,1,0,6114682.5,High,1,
FALSE,High,Master Protein,P62316,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1,0,6.697,17,2,4,2,118,13.5,9.91,10.59,2,0,4611679.125,High,1,
FALSE,High,Master Protein,P21333,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4,0,8.181,2,3,4,3,2647,280.6,6.06,7.38,3,0,2314067.438,High,1,
FALSE,Low,Master Protein,Q9UKX3,Myosin-13 OS=Homo sapiens OX=9606 GN=MYH13 PE=2 SV=2,0.27,0.804,0,1,4,1,1938,223.5,5.68,7.1,1,0,39388217.25,High,1,
FALSE,High,Master Protein,P15924,Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,0,7.854,1,4,4,4,2871,331.6,6.81,1.76,4,0,841181.8125,High,1,
FALSE,Medium,Master Protein,Q8IWV7,E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1,0.021,1.969,1,2,4,2,1749,200.1,6.01,2.46,2,0,2556111,High,1,Methyl [R1350]
FALSE,High,Master Protein,Q9Y2I1,Nischarin OS=Homo sapiens OX=9606 GN=NISCH PE=1 SV=3,0,8.86,4,4,4,4,1504,166.5,5.14,6.53,4,0,3990061.75,High,1,
FALSE,High,Master Protein,Q86V81,THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3,0,4.49,14,2,4,2,257,26.9,11.15,6.65,2,0,,High,1,
FALSE,High,Master Protein,P0DP25,Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1,0,5.352,9,1,4,1,149,16.8,4.22,13.73,1,0,6417417,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P83731,60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1,0,7.619,18,3,4,3,157,17.8,11.25,3.38,3,0,14486947.25,High,1,
FALSE,High,Master Protein,O94782,Ubiquitin carboxyl-terminal hydrolase 1 OS=Homo sapiens OX=9606 GN=USP1 PE=1 SV=1,0,3.502,2,2,4,2,785,88.2,5.45,8,2,0,584309.25,High,1,Phospho [T558]
FALSE,Low,Master Protein,Q8IWT6,Volume-regulated anion channel subunit LRRC8A OS=Homo sapiens OX=9606 GN=LRRC8A PE=1 SV=1,0.241,0.846,2,1,4,1,810,94.1,7.94,0,1,0,,High,1,Phospho [T229]; Methyl [R226]
FALSE,High,Master Protein,Q13616,Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2,0,7.485,6,4,4,4,776,89.6,8,1.84,4,0,,High,1,
FALSE,Low,Master Protein,Q9NU02,Ankyrin repeat and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKEF1 PE=2 SV=2,0.174,1.031,2,1,4,1,776,86.6,8.28,8.2,1,0,,High,1,Acetyl [K644; K646]; Methyl [K644; K646]
FALSE,High,Master Protein,Q969Q0,60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3,0,7.081,24,3,4,1,106,12.5,10.65,8.17,3,0,,High,1,
FALSE,High,Master Protein,O60884,DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1,0,8.437,7,3,4,3,412,45.7,6.48,7.44,3,0,3571413.313,High,1,
FALSE,Low,Master Protein,P16473,Thyrotropin receptor OS=Homo sapiens OX=9606 GN=TSHR PE=1 SV=2,0.234,0.897,3,1,4,1,764,86.8,6.99,9.77,1,0,1282171.125,High,1,
FALSE,High,Master Protein,P83881,60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2,0,6.549,24,3,4,1,106,12.4,10.58,6.19,3,2,6693087.125,High,1,
FALSE,High,Master Protein,P62826,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,0,4.209,12,3,4,3,216,24.4,7.49,5.75,3,0,1047086.047,High,1,
FALSE,Low,Master Protein,O60765,Zinc finger protein 354A OS=Homo sapiens OX=9606 GN=ZNF354A PE=1 SV=2,0.168,1.088,2,1,4,1,605,69.2,9.57,0,1,0,,High,1,
FALSE,Low,Master Protein,Q9NSB4,"Keratin, type II cuticular Hb2 OS=Homo sapiens OX=9606 GN=KRT82 PE=1 SV=3",0.144,1.207,1,1,4,1,513,56.6,6.74,9.29,1,0,23082710,High,1,
FALSE,Low,Master Protein,Q8IYH5,ZZ-type zinc finger-containing protein 3 OS=Homo sapiens OX=9606 GN=ZZZ3 PE=1 SV=1,0.06,1.59,1,1,4,1,903,102,5.69,2.22,1,0,15313959.88,High,1,Methyl [R107]
FALSE,Low,Master Protein,Q6BDS2,UHRF1-binding protein 1 OS=Homo sapiens OX=9606 GN=UHRF1BP1 PE=1 SV=1,0.096,1.363,0,1,4,1,1440,159.4,6.14,6.05,1,0,35461236,High,1,
FALSE,Low,Master Protein,Q13487,snRNA-activating protein complex subunit 2 OS=Homo sapiens OX=9606 GN=SNAPC2 PE=1 SV=1,0.163,1.144,1,1,3,1,334,35.5,6.01,0,1,0,1440633.242,High,1,
FALSE,High,Master Protein,Q00341,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,0,3.868,2,2,3,2,1268,141.4,6.87,3.57,2,0,922396.7188,High,1,
FALSE,High,Master Protein,P40306,Proteasome subunit beta type-10 OS=Homo sapiens OX=9606 GN=PSMB10 PE=1 SV=1,0,7.132,11,2,3,2,273,28.9,7.81,3.04,2,0,275782935.1,High,1,
FALSE,Low,Master Protein,Q8N283,Ankyrin repeat domain-containing protein 35 OS=Homo sapiens OX=9606 GN=ANKRD35 PE=2 SV=2,0.159,1.164,1,1,3,1,1001,109.9,6.02,6.49,1,0,43249404,High,1,
FALSE,High,Master Protein,Q16576,Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1,0,5.451,6,2,3,1,425,47.8,5.05,4.57,2,0,296121.4688,High,1,
FALSE,High,Master Protein,O00571,ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3,0,4.335,3,2,3,1,662,73.2,7.18,7.21,2,0,,High,1,
FALSE,High,Master Protein,P50991,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,0,10.842,8,2,3,2,539,57.9,7.83,11.3,2,0,,High,1,
FALSE,High,Master Protein,Q9NSD9,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,0,6.152,5,3,3,3,589,66.1,6.84,4.68,3,0,1125014.5,High,1,
FALSE,High,Master Protein,P49327,Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,0,11.971,1,3,3,3,2511,273.3,6.44,9.13,3,0,,High,1,
FALSE,Low,Master Protein,Q9NWH9,SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2,0.194,0.985,1,1,3,1,1034,117.1,7.87,6.52,1,0,3142898.25,High,1,Phospho [S348]
FALSE,High,Master Protein,O95456,Proteasome assembly chaperone 1 OS=Homo sapiens OX=9606 GN=PSMG1 PE=1 SV=1,0,3.888,4,1,3,1,288,32.8,7.17,8.97,1,0,4231053.5,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,P22309,UDP-glucuronosyltransferase 1-1 OS=Homo sapiens OX=9606 GN=UGT1A1 PE=1 SV=1,0.198,0.972,3,1,3,1,533,59.6,8,0,1,0,214605.6406,High,1,Phospho [S120]
FALSE,Low,Master Protein,Q5T200,Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens OX=9606 GN=ZC3H13 PE=1 SV=1,0.16,1.159,0,1,3,1,1668,196.5,9.42,8.04,1,0,4438261.5,High,1,
FALSE,High,Master Protein,P62314,Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1,0,6.405,28,2,3,2,119,13.3,11.56,8.08,2,0,1597578.5,High,1,
FALSE,High,Master Protein,P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3",0,8.335,9,3,3,3,391,42.3,10.05,6.25,3,0,1218759.875,High,1,
FALSE,Low,Master Protein,Q96F15,GTPase IMAP family member 5 OS=Homo sapiens OX=9606 GN=GIMAP5 PE=1 SV=1,0.245,0.841,8,1,3,1,307,34.8,7.68,0,1,0,,High,1,Phospho [Y164; T168; S172]
FALSE,Medium,Master Protein,Q9HAW4,Claspin OS=Homo sapiens OX=9606 GN=CLSPN PE=1 SV=3,0.045,1.651,1,1,3,1,1339,151,4.82,7.35,1,0,36826792,High,1,
FALSE,Medium,Master Protein,Q92608,Dedicator of cytokinesis protein 2 OS=Homo sapiens OX=9606 GN=DOCK2 PE=1 SV=2,0.014,2.133,1,1,3,1,1830,211.8,6.87,9.02,1,0,3496625,High,1,Acetyl [K1422; K1424]
FALSE,Medium,Master Protein,P18077,60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2,0.014,2.208,7,1,3,1,110,12.5,11.06,4.88,1,0,2398025.75,High,1,
FALSE,Low,Master Protein,Q9NQV7,Histone-lysine N-methyltransferase PRDM9 OS=Homo sapiens OX=9606 GN=PRDM9 PE=1 SV=2,0.183,1.011,2,1,3,1,894,103.3,9.19,6.3,1,0,711179.9375,High,1,
FALSE,High,Master Protein,Q99933,BAG family molecular chaperone regulator 1 OS=Homo sapiens OX=9606 GN=BAG1 PE=1 SV=4,0,5.985,10,3,3,3,345,38.8,7.81,1.91,3,0,3064360.406,High,1,
FALSE,Low,Master Protein,P62308,Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1,0.202,0.957,9,1,3,1,76,8.5,8.88,1.62,1,0,872993.25,High,1,
FALSE,High,Master Protein,Q9P2J5,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2",0,5.567,2,3,3,3,1176,134.4,7.3,6.09,3,0,,High,1,
FALSE,Low,Master Protein,Q7Z478,ATP-dependent RNA helicase DHX29 OS=Homo sapiens OX=9606 GN=DHX29 PE=1 SV=2,0.239,0.884,1,1,3,1,1369,155.1,8.09,5.74,1,0,,High,1,
FALSE,Low,Master Protein,O60292,Signal-induced proliferation-associated 1-like protein 3 OS=Homo sapiens OX=9606 GN=SIPA1L3 PE=1 SV=3,0.172,1.067,1,1,3,1,1781,194.5,8.32,6.07,1,0,1105494.75,High,1,
FALSE,High,Master Protein,Q15366,Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,0,7.628,11,3,3,2,365,38.6,6.79,7.99,3,0,,High,1,
FALSE,High,Master Protein,Q7Z739,YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1,0,3.911,3,2,3,2,585,63.8,9.04,3.73,2,0,1543973.625,High,1,
FALSE,Low,Master Protein,Q9NYC9,"Dynein heavy chain 9, axonemal OS=Homo sapiens OX=9606 GN=DNAH9 PE=1 SV=3",0.162,1.119,0,1,3,1,4486,511.6,5.91,0,1,0,381343.5781,High,1,
FALSE,High,Master Protein,P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,0,4.942,3,2,3,2,840,94.3,5.19,6.73,2,0,,High,1,
FALSE,High,Master Protein,P61923,Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1,0,7.059,14,2,3,2,177,20.2,4.81,4.63,2,0,2180813.5,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q13813,"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3",0,6.848,1,2,3,2,2472,284.4,5.35,4.94,2,0,1257153.75,High,1,
FALSE,Medium,Master Protein,O95096,Homeobox protein Nkx-2.2 OS=Homo sapiens OX=9606 GN=NKX2-2 PE=2 SV=1,0.05,1.61,3,1,3,1,273,30.1,8.09,5.34,1,0,41154380,High,1,
FALSE,High,Master Protein,Q6EEV6,Small ubiquitin-related modifier 4 OS=Homo sapiens OX=9606 GN=SUMO4 PE=1 SV=2,0,4.37,13,1,3,1,95,10.7,7.18,7.96,1,0,3766039,High,1,
FALSE,High,Master Protein,Q12905,Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2,0.004,2.896,4,1,3,1,390,43,5.26,7.72,1,0,,High,1,
FALSE,Medium,Master Protein,Q05481,Zinc finger protein 91 OS=Homo sapiens OX=9606 GN=ZNF91 PE=2 SV=2,0.044,1.649,1,1,3,1,1191,137.1,9.32,11.31,1,0,9588196,High,1,Acetyl [K248; K257]; Phospho [T255]
FALSE,Low,Master Protein,Q7Z699,"Sprouty-related, EVH1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SPRED1 PE=1 SV=2",0.242,0.864,5,1,3,1,444,50.4,6.54,3.93,1,0,,High,1,Phospho [S190]; Methyl [R207]
FALSE,High,Master Protein,P63208,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2,0,5.949,22,2,3,2,163,18.6,4.54,7.3,2,0,2582168.75,High,1,
FALSE,Low,Master Protein,O15409,Forkhead box protein P2 OS=Homo sapiens OX=9606 GN=FOXP2 PE=1 SV=2,0.248,0.834,3,1,3,1,715,79.9,6.52,7.55,1,0,2422921.25,High,1,Acetyl [K417]; Phospho [S414]
FALSE,Medium,Master Protein,Q9H7F0,Probable cation-transporting ATPase 13A3 OS=Homo sapiens OX=9606 GN=ATP13A3 PE=1 SV=4,0.032,1.705,1,1,3,1,1226,138,6.64,6.29,1,0,2868295.75,High,1,Phospho [Y191]
FALSE,Low,Master Protein,Q9HCC6,Transcription factor HES-4 OS=Homo sapiens OX=9606 GN=HES4 PE=2 SV=1,0.243,0.866,9,1,3,1,221,23.5,11.11,5.7,1,0,9691178,High,1,Methyl [R92]
FALSE,Low,Master Protein,Q5JT25,Ras-related protein Rab-41 OS=Homo sapiens OX=9606 GN=RAB41 PE=1 SV=2,0.107,1.322,3,1,3,1,222,25,5.22,0,1,0,947082.25,High,1,
FALSE,Low,Master Protein,Q03001,Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4,0.234,0.895,0,1,3,1,7570,860.1,5.25,2.43,1,0,,High,1,
FALSE,High,Master Protein,P60660,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2,0,4.856,13,2,3,2,151,16.9,4.65,4.58,2,0,,High,1,
FALSE,Medium,Master Protein,Q9BUP0,EF-hand domain-containing protein D1 OS=Homo sapiens OX=9606 GN=EFHD1 PE=1 SV=1,0.046,1.63,4,1,3,1,239,26.9,5.39,6.01,1,0,,High,1,
FALSE,Low,Master Protein,Q8IYJ3,Synaptotagmin-like protein 1 OS=Homo sapiens OX=9606 GN=SYTL1 PE=1 SV=1,0.194,0.987,2,1,3,1,562,61.8,5.48,1.96,1,0,6120709.875,High,1,
FALSE,Low,Master Protein,P26951,Interleukin-3 receptor subunit alpha OS=Homo sapiens OX=9606 GN=IL3RA PE=1 SV=1,0.109,1.321,5,1,3,1,378,43.3,8.25,5.06,1,0,,High,1,
FALSE,Low,Master Protein,Q8IVL0,Neuron navigator 3 OS=Homo sapiens OX=9606 GN=NAV3 PE=1 SV=3,0.158,1.18,0,1,3,1,2385,255.5,8.76,1.62,1,0,22445730,High,1,
FALSE,High,Master Protein,P78527,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3,0,7.006,1,3,3,3,4128,468.8,7.12,7.26,3,0,2580591.625,High,1,
FALSE,High,Master Protein,Q09028,Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3,0,4.807,6,2,3,1,425,47.6,4.89,2.27,2,1,1740089.125,High,1,
FALSE,Low,Master Protein,Q8N103,T-cell activation Rho GTPase-activating protein OS=Homo sapiens OX=9606 GN=TAGAP PE=1 SV=1,0.213,0.945,3,1,3,1,731,80.7,6.47,3.99,1,0,,High,1,Phospho [S117; T118]
FALSE,High,Master Protein,P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,0,6.314,5,3,3,3,541,59.6,5.66,6.15,3,0,2198993.438,High,1,
FALSE,High,Master Protein,Q06323,Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,0,4.234,4,1,3,1,249,28.7,6.02,6.51,1,0,6307536.25,High,1,
FALSE,High,Master Protein,P06454,Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2,0,5.343,14,1,3,1,111,12.2,3.78,9.91,1,0,3752839.75,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9H8Y5,Ankyrin repeat and zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKZF1 PE=1 SV=1,0,5.908,5,3,3,3,726,80.9,8.41,3.5,3,0,,High,1,
FALSE,High,Master Protein,Q99729,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2,0,6.227,5,2,2,2,332,36.2,8.21,4.87,2,0,660699.6875,High,1,Methyl [R245; R248]
FALSE,Medium,Master Protein,Q9BWJ5,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,0.014,2.162,17,1,2,1,86,10.1,6.35,3.71,1,0,,High,1,
FALSE,Low,Master Protein,Q9H0E9,Bromodomain-containing protein 8 OS=Homo sapiens OX=9606 GN=BRD8 PE=1 SV=2,0.16,1.133,1,1,2,1,1235,135.3,4.6,0,1,0,1051609,High,1,
FALSE,High,Master Protein,Q01844,RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1,0,3.468,2,1,2,1,656,68.4,9.33,4.37,1,0,1415340.625,High,1,
FALSE,High,Master Protein,Q15393,Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,0,4.534,2,2,2,2,1217,135.5,5.26,2.66,2,0,668854.8125,High,1,
FALSE,Low,Master Protein,P09382,Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,0.172,1.06,14,1,2,1,135,14.7,5.5,3.9,1,0,,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,B5MCY1,Tudor domain-containing protein 15 OS=Homo sapiens OX=9606 GN=TDRD15 PE=2 SV=1,0.078,1.418,1,1,2,1,1934,221.6,7.03,4.6,1,0,,High,1,Phospho [Y1292]
FALSE,High,Master Protein,P09012,U1 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA PE=1 SV=3,0,4.796,7,2,2,2,282,31.3,9.83,4.77,2,0,1528986.75,High,1,
