Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F1: Sample,Found in Sample: [S1] F1: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3,0,17.958,19,6,11,6,315,36.1,5.08,23.43,6,0,15568309.25,High,1,
FALSE,High,Master Protein,P46776,60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2,0,11.919,22,3,11,3,148,16.6,11,28.04,3,0,27478221.5,High,1,
FALSE,High,Master Protein,O76080,AN1-type zinc finger protein 5 OS=Homo sapiens OX=9606 GN=ZFAND5 PE=1 SV=1,0,32.008,50,6,10,6,213,23.1,8.51,24.52,6,0,6139094.984,High,1,Phospho [S48]
FALSE,High,Master Protein,P15531,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1,0,15.51,34,4,10,4,152,17.1,6.19,22.81,4,0,8291930.281,High,1,
FALSE,High,Master Protein,Q99536,Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2,0,27.43,27,7,10,7,393,41.9,6.29,21.95,7,0,4446124,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62491,Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3,0,10.973,24,5,10,5,216,24.4,6.57,21.6,5,0,5200951.75,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9Y3U8,60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3,0,9.668,34,4,10,4,105,12.2,11.59,15.25,4,0,19004830.75,High,1,
FALSE,High,Master Protein,P61006,Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1,0,7.092,11,2,10,1,207,23.7,9.07,24.47,2,0,509153.7188,High,1,
FALSE,Low,Master Protein,O00221,NF-kappa-B inhibitor epsilon OS=Homo sapiens OX=9606 GN=NFKBIE PE=1 SV=3,0.072,1.349,4,1,10,1,500,52.8,6.68,24.47,1,0,48955648,High,1,
FALSE,High,Master Protein,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2,0,18.14,16,6,10,6,408,44.9,8.65,16.34,6,0,14049209.69,High,1,
FALSE,High,Master Protein,Q01813,"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",0,30.153,14,8,10,8,784,85.5,7.55,24.27,8,0,2287274.063,High,1,
FALSE,High,Master Protein,Q92530,Proteasome inhibitor PI31 subunit OS=Homo sapiens OX=9606 GN=PSMF1 PE=1 SV=2,0,19.34,24,3,10,3,271,29.8,5.74,29.9,3,0,9912890.375,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P35268,60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2,0,22.493,44,4,10,4,128,14.8,9.19,23.48,4,0,9495410.375,High,1,
FALSE,High,Master Protein,O60884,DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1,0,29.524,19,5,10,5,412,45.7,6.48,18.59,5,0,4121087.063,High,1,
FALSE,High,Master Protein,P20042,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,0,20.48,20,7,10,7,333,38.4,5.8,11.77,7,0,9233856.375,High,1,
FALSE,High,Master Protein,Q15393,Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,0,12.449,6,6,9,6,1217,135.5,5.26,14.05,6,0,2169267.5,High,1,
FALSE,High,Master Protein,Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1,0,11.515,23,4,9,4,218,25,4.93,13.96,4,0,5057060.375,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9BV68,E3 ubiquitin-protein ligase RNF126 OS=Homo sapiens OX=9606 GN=RNF126 PE=1 SV=2,0,19.911,17,4,9,4,311,33.8,5.47,23.25,4,0,7111946.375,High,1,
FALSE,High,Master Protein,P62899,60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1,0,10.83,30,4,9,4,125,14.5,10.54,17.27,4,0,28052387.69,High,1,
FALSE,High,Master Protein,P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,0,27.242,13,7,9,7,840,94.3,5.19,22.16,7,0,1444520.656,High,1,
FALSE,High,Master Protein,P62913,60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2,0,7.705,19,4,9,4,178,20.2,9.6,8.8,4,0,13452709.59,High,1,
FALSE,High,Master Protein,Q9P032,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Homo sapiens OX=9606 GN=NDUFAF4 PE=1 SV=1,0,4.112,9,1,9,1,175,20.3,8.82,16.46,1,0,84547136,High,1,Phospho [S115]; Methyl [K113]
FALSE,Low,Master Protein,Q99715,Collagen alpha-1(XII) chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=2,0.118,1.132,1,1,9,1,3063,332.9,5.53,29.04,1,0,5018299.375,High,1,
FALSE,High,Master Protein,P02794,Ferritin heavy chain OS=Homo sapiens OX=9606 GN=FTH1 PE=1 SV=2,0,13.803,25,5,9,5,183,21.2,5.55,9.23,5,0,7674404.313,High,1,
FALSE,High,Master Protein,Q969Q0,60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3,0,10.511,36,4,9,1,106,12.5,10.65,10.94,4,0,676713.5,High,1,Methyl [K53]
FALSE,High,Master Protein,O43681,ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2,0,18.73,23,5,9,5,348,38.8,4.91,22.12,5,0,22085125.25,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P09496,Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1,0,7.068,13,4,9,4,248,27.1,4.51,12.43,4,0,14684746.25,High,1,
FALSE,High,Master Protein,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2,0,29.133,17,5,8,5,364,39.4,8.09,22.28,5,0,9833658.75,High,1,
FALSE,High,Master Protein,Q16531,DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,0,15.639,7,6,8,6,1140,126.9,5.26,11.26,6,0,1734942,High,1,
FALSE,High,Master Protein,P56192,"Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=2",0,20.209,9,6,8,6,900,101.1,6.16,16.3,6,0,4256744.984,High,1,
FALSE,High,Master Protein,Q01105,Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3,0,13.975,18,3,8,3,290,33.5,4.32,17.63,3,0,5476737.125,High,1,
FALSE,High,Master Protein,Q8WV99,AN1-type zinc finger protein 2B OS=Homo sapiens OX=9606 GN=ZFAND2B PE=1 SV=1,0,11.959,19,3,8,3,257,28,6.92,16.11,3,0,5688795.75,High,1,
FALSE,High,Master Protein,O75822,Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2,0,19.707,34,5,8,5,258,29,4.83,26.15,5,0,7426146.5,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P55327,Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,0,28.133,51,6,8,6,224,24.3,4.83,18.72,6,0,4925087.609,High,1,
FALSE,High,Master Protein,P26599,Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1,0,28.659,19,6,8,6,531,57.2,9.17,20.28,6,0,1793352.625,High,1,
FALSE,High,Master Protein,P28065,Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2,0,7.913,11,2,8,2,219,23.3,5.03,16.99,2,0,14856450.25,High,1,
FALSE,High,Master Protein,P12277,Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1,0,18.258,18,5,8,5,381,42.6,5.59,13.54,5,0,3528391,High,1,
FALSE,High,Master Protein,P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2,0,19.459,13,4,8,4,434,47.1,7.39,16.03,4,0,4019329.625,High,1,
FALSE,High,Master Protein,P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,0,15.87,10,6,8,6,730,77.5,8.7,16.45,6,0,8122871.625,High,1,
FALSE,High,Master Protein,P83881,60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2,0,10.861,36,4,8,1,106,12.4,10.58,9.03,4,3,14285812.13,High,1,Methyl [K53]
FALSE,Low,Master Protein,Q08AM6,Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1,0.085,1.279,2,1,7,1,782,87.9,6.13,2.14,1,0,1483323.094,High,1,
FALSE,High,Master Protein,P27695,DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2,0,21.534,26,5,7,5,318,35.5,8.12,19.98,5,0,12941250.88,High,1,
FALSE,High,Master Protein,Q12906,Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,0,21.144,7,5,7,5,894,95.3,8.76,16.59,5,0,2941217.25,High,1,
FALSE,High,Master Protein,Q04837,"Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1",0,12.292,32,4,7,4,148,17.2,9.6,16.55,4,0,5101753.375,High,1,
FALSE,High,Master Protein,P49591,"Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3",0,10.956,6,3,7,3,514,58.7,6.43,14.59,3,0,1103030.875,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,P62273,40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=2,0,5.513,36,3,7,3,56,6.7,10.13,8.38,3,0,14150388.25,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,O43615,Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2,0,14.484,14,6,7,6,452,51.3,8.32,11.15,6,0,12357666.48,High,1,
FALSE,Low,Master Protein,Q2KHT3,Protein CLEC16A OS=Homo sapiens OX=9606 GN=CLEC16A PE=1 SV=2,0.125,1.105,1,1,7,1,1053,117.6,5.86,1.65,1,0,121786032,High,1,
FALSE,High,Master Protein,Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2,0,19.365,16,5,7,5,406,44.6,5.66,14.77,5,0,762907.6875,High,1,
FALSE,High,Master Protein,P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1,0,18.616,13,5,7,5,406,46.1,5.48,14.21,5,0,5140267.25,High,1,
FALSE,High,Master Protein,P42677,40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3,0,14.226,38,3,7,1,84,9.5,9.45,16.71,3,1,14053690.25,High,1,
FALSE,High,Master Protein,Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,0,15.839,17,4,7,2,356,37.5,7.09,18.03,4,0,2224291.5,High,1,
FALSE,High,Master Protein,Q12905,Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2,0,5.53,6,2,7,2,390,43,5.26,14.88,2,0,1586302,High,1,
FALSE,Medium,Master Protein,P63173,60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2,0.028,1.834,24,2,7,2,70,8.2,10.1,7.03,2,0,6925211.75,High,1,
FALSE,High,Master Protein,Q9UBT6,DNA polymerase kappa OS=Homo sapiens OX=9606 GN=POLK PE=1 SV=1,0.003,2.875,2,2,7,1,870,98.7,8.13,6.64,2,0,2322736,High,1,Methyl [R512]
FALSE,High,Master Protein,P53396,ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,0,23.259,8,7,7,7,1101,120.8,7.33,9.72,7,0,2061355.375,High,1,
FALSE,High,Master Protein,P46778,60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,0,9.637,36,5,7,5,160,18.6,10.49,13.32,5,0,12996242.44,High,1,
FALSE,High,Master Protein,P31689,DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,0,6.759,12,5,7,3,397,44.8,7.08,5.79,5,1,2778764.625,High,1,
FALSE,High,Master Protein,P83731,60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1,0,10.069,20,3,7,3,157,17.8,11.25,14.02,3,0,19628053,High,1,
FALSE,High,Master Protein,O43707,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,0,13.058,5,4,7,4,911,104.8,5.44,12.6,4,0,5615418.094,High,1,
FALSE,High,Master Protein,P62854,40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3,0,11.405,34,3,7,3,115,13,11,19.64,3,0,23805602,High,1,
FALSE,High,Master Protein,Q14103,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1,0,7.443,6,2,7,2,355,38.4,7.81,14.68,2,0,9480988.375,High,1,
FALSE,High,Master Protein,Q9NSD9,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,0,13.382,11,5,6,5,589,66.1,6.84,11.57,5,0,1983060.125,High,1,
FALSE,Low,Master Protein,Q5H9B9,Putative BMP-2-inducible kinase-like protein OS=Homo sapiens OX=9606 GN=BMP2KL PE=5 SV=2,0.065,1.423,1,1,6,1,411,46.1,5.63,0,1,0,4392096.75,High,1,
FALSE,High,Master Protein,O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1,0,12.73,15,4,6,4,313,34,4.87,9.67,4,0,3394385.406,High,1,
FALSE,High,Master Protein,Q04637,Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4,0,11.613,3,4,6,4,1599,175.4,5.33,7.35,4,0,2472403.5,High,1,
FALSE,High,Master Protein,O43324,Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1,0,13.968,33,4,6,4,174,19.8,8.54,17.49,4,0,3890327.313,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P05783,"Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",0,10.918,10,5,6,3,430,48,5.45,10.43,5,0,1681699.563,High,1,
FALSE,High,Master Protein,Q15366,Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,0,13.508,17,4,6,2,365,38.6,6.79,14.06,4,1,5989073.75,High,1,
FALSE,High,Master Protein,Q9NSB2,"Keratin, type II cuticular Hb4 OS=Homo sapiens OX=9606 GN=KRT84 PE=2 SV=2",0,5.771,6,4,6,1,600,64.8,7.56,11.91,4,0,,High,1,Methyl [K191]
FALSE,High,Master Protein,Q9UL63,Muskelin OS=Homo sapiens OX=9606 GN=MKLN1 PE=1 SV=2,0,14.342,7,4,6,4,735,84.7,6.34,13.89,4,0,1451881.5,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62877,E3 ubiquitin-protein ligase RBX1 OS=Homo sapiens OX=9606 GN=RBX1 PE=1 SV=1,0,16.227,19,2,6,2,108,12.3,6.96,15.87,2,0,2920693.125,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P61978,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1,0,15.555,13,5,6,5,463,50.9,5.54,11.01,5,0,,High,1,
FALSE,High,Master Protein,P54136,"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",0,19.514,13,6,6,6,660,75.3,6.68,10.37,6,0,2939043.375,High,1,
FALSE,High,Master Protein,Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1",0,17.323,15,2,6,2,282,31.3,4.84,19.9,2,0,,High,1,
FALSE,High,Master Protein,Q92841,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2,0,11.678,6,4,6,4,729,80.2,8.27,15.63,4,0,5101517.125,High,1,
FALSE,High,Master Protein,O14744,Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4,0,9.722,8,5,6,5,637,72.6,6.29,10.77,5,0,2439268.563,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q96S59,Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1,0,16.597,11,6,6,6,729,77.8,6.79,11.57,6,0,,High,1,
FALSE,High,Master Protein,Q13442,28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,0,13.074,13,3,6,3,181,20.6,8.87,16.09,3,0,2459756.688,High,1,
FALSE,High,Master Protein,Q08211,ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,0,14.069,4,4,6,4,1270,140.9,6.84,14.63,4,0,11079840.31,High,1,
FALSE,High,Master Protein,Q9Y3I1,F-box only protein 7 OS=Homo sapiens OX=9606 GN=FBXO7 PE=1 SV=1,0,11.134,8,3,6,3,522,58.5,6.55,15.28,3,0,6442762,High,1,
FALSE,High,Master Protein,P27797,Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,0,15.324,14,4,6,4,417,48.1,4.44,14.28,4,0,1240669.375,High,1,
FALSE,High,Master Protein,P47914,60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2,0,11.152,14,2,6,2,159,17.7,11.66,8.38,2,0,22232731.88,High,1,
FALSE,High,Master Protein,Q969U7,Proteasome assembly chaperone 2 OS=Homo sapiens OX=9606 GN=PSMG2 PE=1 SV=1,0,7.815,13,3,6,3,264,29.4,6.98,13.01,3,0,4722868.25,High,1,
FALSE,High,Master Protein,Q7L5Y9,E3 ubiquitin-protein transferase MAEA OS=Homo sapiens OX=9606 GN=MAEA PE=1 SV=1,0,11.899,10,5,5,5,396,45.3,8.69,7.83,5,0,2045462.438,High,1,Phospho [Y26]
FALSE,High,Master Protein,P42766,60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2,0,4.905,15,2,5,2,123,14.5,11.05,9.26,2,0,12400392.25,High,1,
FALSE,High,Master Protein,Q9NWU2,Glucose-induced degradation protein 8 homolog OS=Homo sapiens OX=9606 GN=GID8 PE=1 SV=1,0,19.598,32,4,5,4,228,26.7,4.97,16.18,4,0,836993.6875,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q92616,eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,0,8.343,2,5,5,5,2671,292.6,7.47,5.7,5,0,76084376,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9H871,E3 ubiquitin-protein transferase RMND5A OS=Homo sapiens OX=9606 GN=RMND5A PE=1 SV=1,0,10.108,11,4,5,3,391,44,6.06,7.93,4,0,618716.9375,High,1,
FALSE,High,Master Protein,P26639,"Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",0,9.624,7,5,5,5,723,83.4,6.67,4.6,5,0,4120676.813,High,1,
FALSE,High,Master Protein,Q6EEV6,Small ubiquitin-related modifier 4 OS=Homo sapiens OX=9606 GN=SUMO4 PE=1 SV=2,0,8.735,13,1,5,1,95,10.7,7.18,16.16,1,0,9785526,High,1,
FALSE,High,Master Protein,O60841,Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4,0,9.401,3,3,5,3,1220,138.7,5.49,12.9,3,0,2040027,High,1,
FALSE,Medium,Master Protein,Q9Y3A5,Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4,0.024,1.893,4,1,5,1,250,28.7,8.75,6.19,1,0,2577166.625,High,1,
FALSE,High,Master Protein,Q12933,TNF receptor-associated factor 2 OS=Homo sapiens OX=9606 GN=TRAF2 PE=1 SV=2,0,12.459,9,4,5,4,501,55.8,7.53,11.55,4,0,2657831.813,High,1,
FALSE,High,Master Protein,P37108,Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2,0,7.372,21,2,5,2,136,14.6,10.04,15.44,2,0,4568277.375,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",0,6.103,10,4,5,4,443,48.2,8.66,4.05,4,0,1110095.625,High,1,Phospho [S18; S20]
FALSE,High,Master Protein,P63208,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2,0,14.009,39,5,5,5,163,18.6,4.54,9.72,5,0,6216814.938,High,1,
FALSE,Low,Master Protein,Q9NQ89,Protein C12orf4 OS=Homo sapiens OX=9606 GN=C12orf4 PE=1 SV=1,0.207,0.854,1,1,5,1,552,63.8,6.37,1.61,1,0,242700336,High,1,
FALSE,High,Master Protein,P23526,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,0,12.1,8,3,5,3,432,47.7,6.34,12.23,3,0,2693257.75,High,1,
FALSE,High,Master Protein,Q09028,Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3,0,9.31,8,3,5,3,425,47.6,4.89,8.04,3,0,3909040.813,High,1,
FALSE,High,Master Protein,P07384,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1,0,9.975,5,4,5,4,714,81.8,5.67,8.38,4,0,3359878.375,High,1,
FALSE,High,Master Protein,P06454,Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2,0,9.488,23,2,5,2,111,12.2,3.78,17.14,2,0,9465394.281,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2",0,17.036,9,4,5,4,509,54.1,7.85,6.53,4,0,2476503.875,High,1,
FALSE,High,Master Protein,Q9Y285,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3,0,10.177,9,4,5,4,508,57.5,7.8,6.22,4,0,7190145.156,High,1,Met-loss+Acetyl [N-Term]; Phospho [S131; Y469]
FALSE,High,Master Protein,P04632,Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1,0,7.89,9,2,4,2,268,28.3,5.2,10.41,2,0,2433399,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Q00341,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,0,6.769,4,4,4,4,1268,141.4,6.87,7.62,4,0,864172.75,High,1,
FALSE,High,Master Protein,Q14203,Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3,0,8.437,2,3,4,2,1278,141.6,5.81,8.3,3,0,2007679.375,High,1,
FALSE,High,Master Protein,Q01844,RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1 PE=1 SV=1,0,6.896,4,2,4,2,656,68.4,9.33,8.33,2,0,2394161.438,High,1,
FALSE,High,Master Protein,Q71UM5,40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3,0,8.728,38,3,4,1,84,9.5,9.45,9.12,3,0,,High,1,
FALSE,Low,Master Protein,Q9Y4A0,Jerky protein homolog-like OS=Homo sapiens OX=9606 GN=JRKL PE=2 SV=2,0.069,1.394,1,2,4,1,524,59.9,8.09,7.28,2,0,1238210.625,High,1,
FALSE,Low,Master Protein,Q9BRR3,Transmembrane protein 246 OS=Homo sapiens OX=9606 GN=TMEM246 PE=1 SV=1,0.219,0.787,1,1,4,1,403,46.6,7.59,3.32,1,0,7488102.5,High,1,
FALSE,High,Master Protein,Q13283,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,0,9.308,8,3,4,2,466,52.1,5.52,6.04,3,1,2376375.25,High,1,
FALSE,Medium,Master Protein,Q01581,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2",0.033,1.764,4,1,4,1,520,57.3,5.41,15.11,1,0,17236730,High,1,Methyl [R415]
FALSE,High,Master Protein,O95456,Proteasome assembly chaperone 1 OS=Homo sapiens OX=9606 GN=PSMG1 PE=1 SV=1,0,8.154,11,3,4,2,288,32.8,7.17,7.37,3,0,2953171.5,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,Q5T200,Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens OX=9606 GN=ZC3H13 PE=1 SV=1,0.158,1.026,0,1,4,1,1668,196.5,9.42,11.2,1,0,2463426.5,High,1,
FALSE,High,Master Protein,P41567,Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1,0,8.533,34,2,4,2,113,12.7,7.44,10.85,2,0,,High,1,
FALSE,High,Master Protein,P51148,Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2,0,8.897,17,3,4,2,216,23.5,8.41,6.33,3,0,1669749.875,High,1,
FALSE,High,Master Protein,O60763,General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,0,11.991,6,4,4,4,962,107.8,4.91,6.27,4,0,719865,High,1,
FALSE,High,Master Protein,P55209,Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1,0,8.385,7,2,4,2,391,45.3,4.46,7.66,2,0,1577123.625,High,1,
FALSE,High,Master Protein,P62699,Protein yippee-like 5 OS=Homo sapiens OX=9606 GN=YPEL5 PE=1 SV=1,0,11.714,33,3,4,3,121,13.8,7.31,6.92,3,0,3634961.75,High,1,
